0.0 , 23.6487833561
0.05 , 30.8403767833
0.1 , 28.8880844586
0.15 , 29.4344635072
0.2 , 27.7866333026
0.25 , 27.6465729803
0.3 , 27.5315386776
0.35 , 28.550972022
0.4 , 28.2404338852
0.45 , 28.5169435773
0.5 , 27.3838102674
0.55 , 28.0488349884
0.6 , 28.5946027396
0.65 , 28.3698085854
0.7 , 28.2931411699
0.75 , 29.0403614081
0.8 , 28.6899436503
0.85 , 29.3074843995
0.9 , 29.1841838664
0.95 , 29.5599716514
1.0 , 29.2290610627
1.05 , 30.0680654506
1.1 , 29.8099233305
1.15 , 29.2549767838
1.2 , 30.0388150487
1.25 , 29.7430483494
1.3 , 30.1012219864
1.35 , 30.2124288633
1.4 , 29.8211722207
1.45 , 30.1598751243
1.5 , 28.780858701
1.55 , 30.687461555
1.6 , 30.2268319602
1.65 , 30.5148420433
1.7 , 29.7471898762
1.75 , 29.3808092029
1.8 , 29.6479482239
1.85 , 30.6200340009
1.9 , 28.3261713695
1.95 , 32.6558173464
2.0 , 24.0100436551
2.05 , 16.201008597
2.1 , 33.3933304125
2.15 , 28.4058464014
2.2 , 30.626017766
2.25 , 29.3415433453
2.3 , 29.8144207809
2.35 , 29.9050437767
2.4 , 30.0250381247
2.45 , 29.6831579386
2.5 , 30.2177564945
2.55 , 29.1883712479
2.6 , 31.331660341
2.65 , 29.139892305
2.7 , 29.3233958714
2.75 , 29.7031543633
2.8 , 30.5550082894
2.85 , 29.0848163039
2.9 , 29.577178011
2.95 , 31.6989813255
3.0 , 28.5292580606
3.05 , 28.393834227
3.1 , 27.8541375219
3.15 , 29.2653431698
3.2 , 28.0259230608
3.25 , 28.9150186337
3.3 , 26.9609279009
3.35 , 27.370379817
3.4 , 27.77197666
3.45 , 28.2700600005
3.5 , 28.377457164
3.55 , 27.5922610774
3.6 , 27.8502057954
3.65 , 27.5371722845
3.7 , 27.5027845966
3.75 , 27.6010203152
3.8 , 28.0549576081
3.85 , 28.3198771616
3.9 , 27.765794495
3.95 , 27.3597393998
4.0 , 29.0028825743
4.05 , 28.0534168537
4.1 , 27.5015656981
4.15 , 28.1062112331
4.2 , 27.5675896849
4.25 , 27.9461348838
4.3 , 27.928581816
4.35 , 27.7435808556
4.4 , 28.6681090717
4.45 , 28.3798028048
4.5 , 27.9956659682
4.55 , 27.1873844339
4.6 , 27.6194460157
4.65 , 27.3293764612
4.7 , 27.5754826569
4.75 , 28.1977734601
4.8 , 27.691652475
4.85 , 27.981889398
4.9 , 28.1406980747
4.95 , 28.0082206941
5.0 , 27.1282317179
5.05 , 28.3252607018
5.1 , 28.2566341305
5.15 , 27.4562835754
5.2 , 27.5344972197
5.25 , 28.1315139529
5.3 , 28.4136256721
5.35 , 27.8929991689
5.4 , 28.9209839653
5.45 , 27.9794574322
5.5 , 28.5335434543
5.55 , 27.8853121207
5.6 , 28.0741799368
5.65 , 29.0541552084
5.7 , 28.2876545444
5.75 , 28.7852385342
5.8 , 29.2529240673
5.85 , 27.1379328598
5.9 , 28.6777511173
5.95 , 28.61350737
6.0 , 28.3725106812
6.05 , 28.7317755181
6.1 , 28.3329495428
6.15 , 29.1930542657
6.2 , 28.1990908223
6.25 , 29.1188523595
6.3 , 28.7788426408
6.35 , 28.3027206441
6.4 , 28.5317348069
6.45 , 28.4608876643
6.5 , 28.9471533155
6.55 , 28.657595828
6.6 , 28.3018119891
6.65 , 28.2791831914
6.7 , 28.9464129916
6.75 , 29.8650528315
6.8 , 29.1990012921
6.85 , 30.2592762461
6.9 , 29.248021969
6.95 , 29.3643817527
7.0 , 29.671293983
7.05 , 29.9966885072
7.1 , 31.240902362
7.15 , 30.8412389182
7.2 , 30.9629541819
7.25 , 30.968194293
7.3 , 31.1945721173
7.35 , 30.7022827329
7.4 , 29.9672042143
7.45 , 31.5238367457
7.5 , 30.5662677186
7.55 , 31.5883455982
7.6 , 30.6955405646
7.65 , 30.7192558982
7.7 , 30.7820804207
7.75 , 30.8137497753
7.8 , 30.8723379033
7.85 , 31.169593104
7.9 , 31.4912085968
7.95 , 31.4112468928
8.0 , 30.8620796453
8.05 , 30.8811075338
8.1 , 30.8211602417
8.15 , 30.9329479387
8.2 , 31.0806599197
8.25 , 30.8574198327
8.3 , 30.4904946044
8.35 , 31.3136838264
8.4 , 30.8618485968
8.45 , 31.0021712185
8.5 , 30.053394845
8.55 , 30.5042207058
8.6 , 31.9712564763
8.65 , 32.1254563321
8.7 , 32.0536351752
8.75 , 31.1506205597
8.8 , 30.6384779064
8.85 , 31.7760986996
8.9 , 31.1277792177
8.95 , 29.9757137157
9.0 , 31.6086079258
9.05 , 31.1598321813
9.1 , 30.2753152414
9.15 , 30.6403257622
9.2 , 29.6787015507
9.25 , 29.9871133509
9.3 , 29.3154776651
9.35 , 29.4103795275
9.4 , 29.9718589466
9.45 , 29.0937132647
9.5 , 30.8840903773
9.55 , 30.4641365812
9.6 , 30.7395321391
9.65 , 31.0007351448
9.7 , 30.6103192082
9.75 , 31.6609042024
9.8 , 31.4006849267
9.85 , 30.8138300775
9.9 , 31.173409014
9.95 , 31.4377718871
10.0 , 31.9900873368
10.05 , 30.0243898188
10.1 , 32.4388166943
10.15 , 30.4702184047
10.2 , 35.4580144309
10.25 , 23.5228871401
